address,name,location,liked_food_from_review,latitude,longitude,rank
"47-1, Central Street, Tasker Town, Shivajinagar",Indy's Comfort Food,Shivajinagar,"['chocolate', 'momos', 'kabab', 'deep fry', 'capsicum pakoda', 'gobi pakoda', 'smoothie', 'bread', 'gobi pakora', 'rocher', 'paneer', 'crispy chilly potatoes', 'hot beverage', 'sabudana vada', 'onion pakoras', 'bhajji', 'ida', 'cheese', 'corn pakoda', 'veggie lover', 'cake', 'coffee', 'aloo paratha', 'avocado', 'thumbs up', 'combo meal', 'burger', 'mayo', 'garlic mayo', 'paratha', 'bondas', 'vada pao', 'pulao', 'vada', 'pudina chutney', 'cupcake', 'cheese balls', 'veg', 'chilli bajji', 'lime', 'palak', 'samosa', 'dal', 'chilly bhaji', 'green salad', 'evergreen', 'poppers', 'vegetable balls', 'pakoda', 'puri', 'blueberry', 'ferrero rocher', 'samosa chaat', 'wedges', 'veggies', 'cheese shot', 'tomato chutney', 'egg', 'salad', 'cold coffee', 'veg pakoda', 'milk', 'raita', 'lemon tea', 'bhaji', 'capsicum', 'parantha combo', 'latte', 'chana', 'hot tea', 'mix veg pakoda', 'poha.', 'sabudana', 'bonda', 'sev', 'jalapeno cheese poppers', 'pancake', 'honey crispy chilly potato', 'cheese pakoda', 'chai', 'bread pakoda', 'onion rings', 'classic', 'curd', 'choco', 'bhel puri', 'thali', 'ginger tea', 'cheese shots', 'parata', 'mixture', 'roll', 'smoothies', 'bhel', 'coke', 'oreo', 'crispy honey chilli potato', 'tuna', 'jalapeno and cheese', 'jalapeno cheese balls', 'paratha.', 'rice', 'lassi', 'desi chai', 'pancakes', 'cheese ball', 'crispy chilly potato', 'crispy chilly', 'cheese dip', 'cold beverage', 'sweet', 'chilli potato', 'honey chilli potato', 'stuffed capsicum', 'mushroom fritters', 'mirchi pakoda', 'mojito', 'bun', 'cheese poppers', 'chilly bajji', 'mayo dip', 'tea', 'blueberry yogurt smoothie', 'strawberry', 'coffee lover', 'mirchi vada', 'punjabi paneer', 'masala tea', 'jalapeno poppers', 'iced tea', 'cold coffe', 'apple', 'bajji', 'butter', 'onion ring', 'sabudana wada', 'jalapeno cheese shots', 'paneer pakoda', 'masala vada', 'palak pakoda', 'anar', 'hara bhara paratha', 'chole', 'butter milk', 'chocolate pancake', 'baby corn', 'non-veg', 'onion pakora', 'falafel', 'antioxidant', 'aloo bonda', 'bread pakora', 'chilly potato', 'veggie', 'mix veg', 'onion pakoda', 'ice tea', 'ferro rocher', 'alo paratha', 'fries', 'onion pakodas', 'poha', 'cheesy', 'mushroom', 'green tea']",12.986391,77.6075416,11.0
"2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Hoot,Sarjapur Road,"['chocolate', 'momos', 'butter naan', 'smoked chicken pizza', 'salads', 'chilli garlic noodles', 'pav', 'stress buster', 'watermelon feta', 'pot roast', 'bread', 'mango', 'jerk chicken', 'tawa prawns', 'grilled mushroom', 'jeera rice', 'seer fish', 'dosa', 'chicken fingers', 'paneer', 'chicken', 'peanut', 'ida', 'cheese', 'veg pizza', 'butter chicken', 'tandoori paneer tikka', 'cake', 'achari chicken', 'upma', 'paan', 'thumbs up', 'sausage', 'cherry', 'burger', 'chicken biryan', 'jhalmuri', 'dahi', 'paratha', 'lays', 'cheese balls', 'veg', 'prawn chilly', 'lime', 'charcoal', 'chicken finger', 'lime juice', 'dal', 'sausages', 'grill', 'the chicken burger', 'lamb burger', 'chicken kebab', 'cottage cheese', 'poppers', 'noodles', 'fish fingers', 'special veg pizza', 'cheese cake', 'amritsari fish', 'hakka noodle', 'brownie', 'spicy chicken', 'tiramisu', 'anise', 'chilli chicken', 'fish tikka', 'salad', 'egg', 'amritsari fish tikka', 'grilled prawns', 'chicken achari kebab', 'capsicum', 'latte', 'veg biriyani', 'veg starter', 'mushroom chill', 'vegetarian pizza', 'sev', 'prawn fried rice', 'jamoon', 'garlic bread', 'mutton roghan gosh', 'chicken nachos', 'chai', 'onion rings', 'lamb chops', 'classic', 'egg paratha', 'chicken tikka', 'choco', 'chicken tikka pizza', 'prawns', 'chilli baby corn', 'pineapple', 'neer dosa', 'chicken platter', 'virgin mojito', 'watermelon feta salad', 'chilli fish', 'hummus', 'banoffee', 'mushroom chilli', 'garden pizza', 'pasta', 'mixture', 'pizza', 'coke', 'fish', 'cheese nachos', 'ice berg', 'banoffee pie', 'gulab jamun', 'cocktail', 'chicken bbq wings', 'ginger ale', 'fudge', 'chicken salad', 'oats', 'chicken ghee roast', 'stuffed mushroom', 'rice', 'achaari chicken tikka', 'tandoori', 'lava cake', 'achari kebab', 'lassi', 'soda', 'lime water', 'garlic naan', 'cheese ball', 'ghee roast', 'bbq wings', 'chicken burger', 'veg starters', 'pork pepperoni pizza', 'tandoori paneer', 'gulab jamoon', 'sweet', 'orange', 'mix veg pizza', 'mojito', 'achari chicken tikka', 'bun', 'fish finger', 'tandoori platter', 'honey chilli baby corn', 'jamun', 'roasted', 'rasmalai', 'tea', 'veg platter', 'chicken roast', 'pineapple juice', 'special veg', 'kebab', 'naan', 'pepperoni', 'moments', 'chilly chicken', 'coleslaw', 'chicken pizza', 'french fries', 'smoked chicken', 'apple', 'chicken fried rice', 'pepperoni pizza', 'chicken sufiyana', 'paneer tikka', 'achaari chicken', 'watermelon', 'garlic noodles', 'non veg platter', 'onion ring', 'butter', 'sea food platter', 'chicken strips', 'pork pepper', 'spirit', 'caesar salad', 'chicken strip', 'hakka noodles', 'carrot', 'non-veg', 'baby corn', 'fish platter', 'cock', 'nachos', 'ceaser salad', 'chilli guava', 'chicken biryani', 'chicken chilli', 'fried rice', 'veggie', 'dahi kebab', 'mix veg', 'chicken wings', 'ice tea', 'apple juice', 'chicken achari', 'fries', 'feta cheese', 'veg tandoori platter', 'rogan josh', 'mushroom', 'ginger soda']",12.920441,77.6653284,12.0
"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",Double Decker,Brigade Road,"['cheesy fries', 'chocolate', 'bread', 'chilli pork', 'chocolate mousse', 'pomegranate', 'garlic sauce', 'paneer', 'chicken', 'double decker', 'crispy veg', 'peanut', 'ida', 'cheese', 'veg pizza', 'butter chicken', 'cake', 'burger', 'butter masala', 'mayo', 'cheese garlic bread', 'paratha', 'bbq pizza', 'cheese balls', 'veg', 'chicken cheese garlic bread', 'crispy veggies', 'chicken fries', 'crispy corn', 'garden fresh pizza', 'veg burger', 'flash', 'wedges', 'chilli chicken', 'veggies', 'tomato chutney', 'egg', 'sunset', 'cucumber cooler', 'chicken cheese', 'latte', 'chicken curry with rice', 'soy sauce', 'sandwich', 'cheese fries', 'sev', 'butter paneer', 'garlic bread', 'chicken nachos', 'chai', 'american corn', 'chicken tikka', 'choco', 'shawarma', 'virgin mojito', 'pink sauce pasta', 'peanut masala', 'pasta', 'barbeque chicken', 'roll', 'mop', 'guava juice', 'pizza', 'paneer butter masala', 'cocktail', 'jalapeno cheese balls', 'veg steak', 'rice', 'chicken curry', 'soda', 'chilli paneer', 'corn salt and pepper', 'masala fries', 'cheese ball', 'chicken burger', 'peach', 'sweet', 'birthday treat', 'mojito', 'jamun', 'tea', 'chilly chicken', 'chicken pizza', 'french fries', 'crispy chicken', 'apple', 'peach ice tea', 'butter', 'egg chilli', 'dabeli', 'barbeque chicken pizza', 'chilli beef', 'paneer pizza', 'baby corn', 'dumpling', 'cock', 'paneer butter', 'margarita pizza', 'nachos', 'chicken with hot garlic sauce', 'veggie', 'ice tea', 'chicken wings', 'fries', 'chicken cheese fries', 'cheesy', 'mushroom']",12.9714852,77.6069655,13.0
"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Delhi Highway,Indiranagar,"['corn palak', 'veg kulcha', 'butter naan', 'kabab', 'shahi tukra', 'chhole bhature', 'bread', 'roti', 'papdi chat', 'jalebi', 'sweet and salt lime soda', 'jeera rice', 'paneer', 'roti.', 'ida', 'cheese', 'lime soda', 'jilebi', 'papdi', 'makai kebab', 'rotis', 'pesto', 'cherry', 'dahi', 'paratha', 'gol gappe', 'pulao', 'veg', 'lime', 'charcoal', 'palak', 'dal', 'puri', 'chole bhature', 'mix vegetable', 'veg pulao', 'shahi tukda', 'kala khatta', 'dum biryani', 'veggies', 'egg', 'sweet lassi', 'tomato shorba', 'mughlai paneer', 'seekh kabab', 'butter roti', 'mushroom kebab', 'ghee rice', 'latte', 'chana', 'kachori', 'veg rice', 'dew', 'jamoon', 'chai', 'jalebi with rabdi', 'paratha combo', 'classic', 'curd', 'thali', 'dal makhni', 'rabdi', 'kulcha', 'pasta', 'amla pickle', 'roll', 'gol gappa', 'guava juice', 'rumali', 'pani puri', 'gulab jamun', 'salt lime soda', 'dahi kabab', 'rice', 'kucha', 'tandoori', 'lassi', 'cream of tomato', 'soda', 'garlic naan', 'diwani handi', 'chole kulcha', 'kulcha.', 'malai kofta', 'bhature', 'halwa', 'sweet', 'paneer lababdar', 'mojito', 'poori', 'bun', 'special lassi', 'kala khatta mocktail', 'jamun', 'mix vegetables', 'tea', 'naan', 'kebab', 'lemon juice', 'rumali roti', 'paneer tikka', 'masala papad.', 'chole chawal', 'tikka platter', 'butter', 'pickle', 'chole', 'carrot', 'matar kulcha', 'salt lime', 'bhindi', 'aloo chaat', 'dahi kebab', 'veggie', 'mix veg', 'papdi chaat', 'ice tea', 'dahi ke kebab', 'rabadi', 'masala papad', 'mushroom', 'papad']",12.9732913,77.6404672,14.0
"Above Canara Bank, Between Silk Board & BDA Junction, HSR Ring Road, HSR, Bangalore",Swathi Spice n Ice,HSR,"['mushroom chilli', 'rasam with plain rice', 'kabab', 'masala papad', 'deep fry', 'tea', 'fried fish', 'kebab', 'naan', 'noodles', 'chapati', 'indian meal', 'fish', 'pepper chicken', 'chicken starters', 'roti', 'phulka', 'chili chicken', 'chilly chicken', 'chilli chicken', 'mutton chops', 'cocktail', 'veg pulav', 'chicken fried rice', 'pulav', 'cashews', 'sultani', 'boneless pepper chicken', 'dosa', 'paneer gravy', 'paneer', 'chicken', 'fish fry', 'banana', 'sunset', 'indian meals', 'butter', 'andhra meal', 'rice', 'chicken curry', 'veggies', 'ida', 'nati chicken', 'andhra chilly', 'boti', 'butter chicken', 'chappathi', 'rasam', 'cashew', 'dosa with chicken curry', 'cake', 'egg', 'non-veg', 'baby corn', 'mushroom chill', 'cock', 'mutton thali', 'hulk', 'chicken biryan', 'butter masala', 'lemonade', 'chicken biryani', 'fried rice', 'mutton curry', 'veggie', 'andhra meals', 'thali', 'cupcake', 'mutton fry', 'tender chicken', 'veg', 'plain rice', 'mushroom', 'papad']",12.9116225,77.6388622,15.0
"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",Brew and Barbeque - A Microbrewery Pub,Marathahalli,"['chicken steak', 'chocolate', 'butter naan', 'bread pudding', 'cutlets', 'kabab', 'peshawari chicken', 'butter garlic prawns', 'lasagna', 'nuggets', 'cocktail samosa', 'watermelon feta', 'panipuri', 'bread', 'kadai chicken', 'chocolate lava cake', 'pork sausage special pizza', 'choco lava', 'irish coffee', 'mutton cutlet', 'malai kebab', 'paneer', 'chicken', 'bacon wrapped prawn', 'crispy veg', 'tandoori chicken', 'garlic prawns', 'fish steak', 'grill fish', 'chocolate cheese cake', 'ida', 'bacon', 'cheese', 'veg pizza', 'cake', 'coffee', 'chicken lasagne', 'paneer thali', 'thai crispy chicken', 'thumbs up', 'sausage', 'burger', 'eggs', 'chilli basil fried rice', 'pigs in a blanket', 'crispy vegetable', 'baked gulab jamun', 'veg', 'crispy baby corn', 'cheese burger', 'lime', 'papad ki tikki', 'fried chicken', 'chicken malai kebab', 'samosa', 'fish hariyali', 'potato wedges', 'grill', 'cottage cheese', 'poppers', 'puri', 'crispy corn', 'fish fingers', 'cheese cake', 'marco polo', 'pork sausage', 'veg burger', 'shahi tukda', 'spicy chicken', 'chakori murgh', 'tiramisu', 'choco lava cake', 'wedges', 'veggies', 'salad', 'egg', 'veg biryani', 'buns', 'smokey', 'chocolate lava', 'garlic prawn', 'lasagne', 'toast', 'chicken cheese', 'buffalo chicken wings', 'latte', 'peri peri masala', 'bacon wrapped prawns', 'cheese nuggets', 'veg starter', 'nilgiri chicken', 'fish and chips', 'jamoon', 'custard', 'chicken nachos', 'grilled fish', 'lamb chops', 'classic', 'choco', 'crispy vegetables', 'prawns', 'thali', 'veg paneer', 'green masala', 'watermelon feta salad', 'veg lasagne', 'caramel custard', 'pasta', 'chicken wings in bbq sauce', 'mop', 'hot choco lava cake', 'pizza', 'fish', 'golkonda chicken', 'farmhouse', 'gulab jamun', 'cocktail', 'prawn butter garlic', 'kadai chicken combo', 'ham and cheese', 'rice', 'stuffed mushroom', 'cheese sticks', 'tandoori', 'lava cake', 'murgh tikka', 'lassi', 'passion fruit', 'butter garlic', 'mix sauce', 'veg starters', 'mutton sheekh', 'pizza margarita', 'butter prawns', 'halwa', 'gulab jamoon', 'butter garlic prawn', 'sweet', 'chicken cheese nuggets', 'tandoori prawns', 'chakori murgh tikka', 'veg nachos', 'mojito', 'bun', 'fish finger', 'cutlet', 'jamun', 'rasmalai', 'ice cream', 'tea', 'veg platter', 'strawberry', 'kadai', 'naan', 'kebab', 'mutton sheek', 'vanilla', 'french fries', 'herb crusted chicken', 'thai crispy', 'crispy chicken', 'iced tea', 'golconda chicken', 'hot choco', 'vegetable curry', 'veg peshawari', 'watermelon', 'paneer tikka', 'chicken pop', 'butter', 'thai crispy vegetables', 'red papad', 'grilled chicken', 'chicken malai', 'rabri', 'malai kabab', 'mushroom orley', 'chicken bun', 'non-veg', 'baby corn', 'dumpling', 'cock', 'nachos', 'cheese stick', 'chilli guava', 'basil fried rice', 'chicken combo', 'fried rice', 'croquettes', 'veggie', 'chicken wings', 'exotica', 'fries', 'rabadi', 'tuna', 'mushroom', 'papad']",12.9552572,77.6984163,16.0
"1st Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Salt Mango Tree,Whitefield,"['roast chicken', 'chemmeen curry', 'cutlets', 'tawa fry', 'fried fish', 'erachi pepper roast', 'cream of mushroom', 'smoothie', 'nuggets', 'relaxation', 'mango', 'roti', 'veg korma', 'fresh lime juice', 'chicken', 'veg curry', 'tomato soup', 'parotta', 'fried fish wrap', 'ida', 'beef roast', 'cheese', 'bacon', 'mushroom curry', 'pepper mutton', 'cake', 'coffee', 'filter coffee', 'special chicken curry', 'pesto', 'rotis', 'thumbs up', 'meen curry', 'mutton gravy', 'chapathi', 'chicken biryan', 'fish in banana leaf', 'puttu', 'ghee roast chicken', 'paratha', 'grape', 'veg quesadilla', 'lays', 'black tea', 'mushroom fry', 'veg', 'prawn fry', 'kappa', 'lime', 'fried chicken', 'chicken wrap', 'lime juice', 'the real deal', 'dal', 'ghee chicken', 'porotta', 'onion gravy', 'wheat parotta', 'cream of mushroom soup', 'thalassery biriyani', 'grill', 'cottage cheese', 'pakoda', 'kerala parotta', 'fish fingers', 'blueberry', 'pepper chicken', 'pepper fry', 'pomfret', 'mango milkshake', 'veggies', 'fish tikka', 'egg', 'vazhappoo cutlet', 'banana', 'milk', 'roasted tomato soup', 'karimeen', 'ghee rice', 'kozhi kothamalli curry', 'latte', 'lemon soda', 'erachi coconut fry', 'veg starter', 'pesto chicken', 'sev', 'sandwich', 'custard', 'chai', 'coconut pie', 'grilled fish', 'lemonade', 'mutton curry', 'prawns', 'mushroom soup', 'pineapple', 'prawn biriyani', 'kulukki sarbath', 'coconut milk', 'beef fry', 'dal rice', 'tawa masala', 'caramel custard', 'squid pepper fry', 'pasta', 'chapati', 'oreo', 'fish', 'keema', 'special chicken', 'pineapple crush', 'fish curry.', 'kaapi', 'chicken stew', 'fish fry', 'chicken ghee roast', 'mutton soup', 'fish tawa fry', 'kerela paratha', 'rice', 'roasted potato', 'chicken curry', 'prawn curry', 'milkshake', 'boneless fish', 'kozhi curry', 'soda', 'kulki sarbat', 'cheese ball', 'ghee roast', 'ghee rice.', 'parippu manga curry', 'vazhapoo cutlet', 'veg starters', 'fresh lime', 'berry smoothie', 'mushroom gravy', 'sulaimani tea', 'appam', 'sweet', 'pazham pori', 'chicken nuggets', 'pepper mushroom', 'orange', 'pasta in white sauce', 'fish tikka masala', 'egg curry', 'mutton keema', 'mojito', 'vegetable kurma', 'fruit juice', 'wheat parota', 'pepper roast', 'plain rice', 'sharbat', 'bun', 'fish finger', 'cutlet', 'roasted', 'kerala porotta', 'white rice', 'cream soup', 'tenderloin', 'ice cream', 'tea', 'chicken roast', 'mint drink', 'parota', 'red rice', 'fish curry with rice', 'lemon juice', 'chicken varatharacha curry', 'falooda', 'fish wrap', 'veg kurma', 'apple', 'chicken biriyani', 'malabar parota', 'pickle', 'grilled chicken', 'blueberry smoothie', 'chemeen kakkan', 'spicy lemonade', 'fish curry', 'fish tawa masala', 'non-veg', 'dumpling', 'banana fritters', 'tom yum soup', 'chicken green curry', 'lemon sharbat', 'thalassery chicken biryani', 'mutton coconut fry', 'chicken biryani', 'payasam', 'chicken nugget', 'veggie', 'varutharacha kozhi curry', 'chola', 'alleppey fish curry', 'fries', 'coriander chicken', 'rabadi', 'tuna', 'mushroom', 'onion chutney']",12.9696365,77.7497448,17.0
"4, 100 Feet Road, Koramangala 5th Block, Bangalore",Brooks and Bonds Brewery,Koramangala 5th Block,"['malai tikka', 'dal tadka', 'mango', 'bread', 'chicken starters', 'roti', 'choco lava', 'paneer', 'roti.', 'chicken', 'cheesy french fries', 'malabar fish curry', 'tandoori chicken', 'chicken fry', 'veg calzone', 'peanut', 'ida', 'cheese', 'bacon', 'cake', 'coffee', 'chilly beef', 'pesto', 'mushroom', 'thumbs up', 'sausage', 'burger', 'cheese n corn', 'lays', 'cheese balls', 'veg', 'chicken wrap', 'dal', 'sausages', 'green salad', 'steamed rice', 'citrus', 'fish fingers', 'bee hive', 'chicken gravy', 'brownie', 'beef burger', 'choco lava cake', 'potato skin', 'chilli chicken', 'veggies', 'fish tikka', 'egg', 'salad', 'banana', 'tawa fish', 'latte', 'tandoori roti', 'veg starter', 'tomato ketchup', 'pesto chicken', 'fiery chicken wings', 'garlic bread', 'chicken nachos', 'chai', 'onion rings', 'classic', 'chicken tikka', 'vegetarian platter', 'choco', 'chicken tikka pizza', 'prawns', 'pineapple', 'hummus', 'peanut masala', 'pasta', 'fried prawn', 'hummus and pita', 'roll', 'chicken leg', 'pizza', 'fish', 'white sauce pasta', 'cocktail', 'primavera', 'fried prawns', 'fiery chicken', 'rice', 'cheese sticks', 'margherita', 'tandoori', 'lava cake', 'lassi', 'masala fries', 'cheese ball', 'boneless chicken', 'veg starters', 'sweet', 'orange', 'pepper mushroom', 'murg tikka', 'red chilli chicken', 'pesto chicken pizza', 'bun', 'fish finger', 'spicy cheese corn', 'egg roast', 'strawberry', 'tea', 'veg platter', 'kebab', 'pepperoni', 'fish curry with rice', 'chicken pizza', 'french fries', 'apple', 'pepperoni pizza', 'paneer tikka', 'non veg platter', 'onion ring', 'loaded nachos', 'paneer pizza', 'fish curry', 'non-veg', 'cock', 'cheese corn', 'nachos', 'cheese stick', 'veggie', 'chicken leg piece', 'chicken wings', 'primavera pasta', 'fries', 'chicken white sauce pasta', 'tuna', 'cheesy', 'corn fry']",12.9348429,77.6189768,18.0
"2B, Indaus Icon, Kadubeesanahalli, Opposite JP Morgan, Marathahalli, Bangalore",Mast Biryani - Fresh Indian Kitchen,Marathahalli,"['kabab', 'chicken keema', 'spicy paneer', 'kabab biryani', 'goc', 'roti', 'peri peri chicken', 'chicken kheema', 'pulav', 'veg combo', 'paneer', 'chicken', 'chicken korma', 'tandoori chicken', 'ida', 'biriyani rice.', 'butter chicken', 'raitha', 'makhani biryani', 'chicken biryan', 'nizami biryani', 'veg', 'lime', 'chicken wrap', 'spicy chicken tikka', 'lemon chicken', 'non veg combo', 'dal', 'phirni', 'biryani rice', 'chicken kebab', 'chilli chicken biryani', 'chicken 65', 'chicken gravy', 'spicy chicken', 'dum biryani', 'anise', 'chilli chicken', 'egg', 'salad', 'veg biryani', 'raita', 'tawa chicken', 'anjal', 'cashew', 'veg starter', 'sev', 'paneer makhani biryani', 'classic', 'butter chicken biryani', 'chicken tikka', 'hyderbadi biryani', 'tikka biryani', 'paneer makhani', 'rabdi', 'coke', 'chili chicken', 'keema', 'nizami chicken biryani', 'special chicken', 'rice', 'roasted chicken', 'tandoori', 'lassi', 'kheema', 'veg kebab', 'shahi chicken', 'sweet', 'biryani combo', 'paneer biryani', 'kebab biryani', 'chicken kebab biryani', 'roasted', 'nizami chicken', 'tea', 'kebab', 'red rice', 'chicken tikka biryani', 'murg biryani', 'mutton biriyani', 'chicken biriyani', 'cashews', 'mutton biryani', 'butter', 'rabri', 'chilli basil paneer', 'green chilli chicken', 'chicken biryani', 'salan', 'boiled egg', 'rabadi', 'biriyani rice', 'papad']",12.9552572,77.6984163,19.0
"552, 8th Main, Koramangala 4th Block, Bangalore",Chocolat Boulangerie Patisserie,Koramangala 4th Block,"['chocolate', 'apple cinnamon', 'strawberry cake', 'slice of heaven', 'mango', 'bread', 'pure chocolate', 'chocolate mousse', 'walnut brownie', 'apple cake', 'choco lava', 'raspberry cheesecake', 'cheesecake', 'mixed fruit', 'rocher', 'almond', 'chicken', 'hot beverage', 'fresh strawberry', 'peanut', 'cheese', 'raspberry', 'black forest cake', 'blueberry cheesecake', 'cake', 'lemon tart', 'chocolate truffle cake', 'coffee', 'tofu', 'hot chocolate', 'blueberry cheese cake', 'dark chocolate', 'cookie', 'thumbs up', 'kulfi', 'cherry', 'burger', 'almond fudge', 'dry fruit', 'cupcake', 'oty', 'strawberries', 'mud pie', 'lime', 'fruit cake', 'eclair', 'dry fruits', 'chocolate based', 'salted caramel', 'pineapple pastry', 'mix fruit cake', 'cheese cake', 'blueberry', 'brownie', 'pineapple cake', 'chocolate cookies', 'tiramisu', 'choco lava cake', 'anise', 'tiramisu cake', 'chocolate cake', 'white chocolate', 'cake pops', 'chocolate cookie', 'toast', 'sev', 'sandwich', 'fruit and cream', 'pancake', 'chocolate doughnuts', 'chai', 'red velvet', 'classic', 'curd', 'choco', 'gooey brownie', 'assorted chocolates', 'chocolate tart', 'pineapple', 'crispy chocolate', 'pasta', 'peanut butter', 'roll', 'chocolate lover', 'fresh strawberry cake', 'pastry', 'chocolate pastry', 'chocolate fudge', 'chocolate donut', 'fudge', 'oats', 'chocolate box', 'apple pastry', 'rice', 'lava cake', 'lassi', 'pancakes', 'kashmiri kahwa', 'sweet', 'chocolate eclair', 'orange', 'rum and raisin', 'regular coffee', 'bun', 'apple pie', 'chocolate cream', 'chicken mushroom', 'assorted chocolate', 'ice cream', 'tea', 'strawberry', 'coffee lover', 'black forest', 'vanilla', 'chocolate brownie', 'hot choco', 'apple', 'rum ball', 'almond praline', 'butter', 'chocolate truffle', 'mushroom puff', 'brownies', 'fudge brownie', 'chocolate pancake', 'chocolate pudding', 'plum cake', 'red velvet cupcake', 'red velvet cupcakes', 'cheese toast', 'blueberry cheese', 'truffle chocolate cake', 'donut', 'macaroni', 'kashmiri khawa', 'mushroom', 'green tea']",12.9327778,77.6294052,20.0
"40, Opposite LIC Building, Off MG Road, St. Marks Road, Bangalore",Hard Rock Cafe,St. Marks Road,"['spring roll', 'smoothie', 'bread', 'mango', 'pomegranate', 'cheesecake', 'veg combo', 'paneer', 'legendary', 'chicken', 'ida', 'cheese', 'bacon', 'cake', 'burger', 'butter masala', 'grilled salmon', 'spicy chicken burger', 'lays', 'veg cutlet', 'bread toast', 'veg', 'berry cooler', 'lime', 'non veg combo', 'grill', 'bbq chicken legs', 'chicken butter masala', 'beef burger', 'spicy chicken', 'cheese bites', 'veggies', 'bhuna chicken', 'egg', 'buns', 'chicken fritters', 'mango berry', 'toast', 'latte', 'sev', 'sandwich', 'chai', 'lemonade', 'classic', 'spring rolls', 'pasta', 'mixture', 'jumbo combo', 'roll', 'mop', 'smoothies', 'chicken leg', 'pizza', 'oreo', 'chicken butter', 'fish', 'cocktail', 'bacon and beef burger', 'rice', 'lassi', 'bbq wings', 'chicken burger', 'chilly cheese', 'chicken spring roll', 'sweet', 'veg nachos', 'chilly cheese toast', 'meat feast', 'bun', 'cutlet', 'berry lemonade', 'tea', 'veg platter', 'french fries', 'apple', 'rock and roll', 'non veg platter', 'butter', 'spirit', 'chicken skewer', 'grilled chicken', 'anar', 'the mexican', 'cock', 'nachos', 'cheese toast', 'bbq chicken', 'veggie', 'ice tea', 'chicken wings', 'fries', 'chicken steak']",,,21.0
"65-66, Hotel Komfort Terraces, MG Road, Bangalore",WYT RestroPub,MG Road,"['tonic water', 'peanut masala', 'kulcha', 'pasta', 'chocolate', 'grill', 'tea', 'strawberry', 'chicken tikka.', 'pizza', 'crispy corn', 'fish', 'glow', 'onion salad', 'paneer butter masala', 'cocktail', 'salad', 'paneer', 'paneer tikka', 'chicken', 'chicken lollipop', 'prawn butter garlic', 'onion ring', 'butter', 'tandoori chicken', 'rice', 'pepper salt', 'spirit', 'gobi manchurian', 'tandoori', 'peanut', 'gobi manchuri', 'ida', 'grilled paneer', 'cheese', 'latte', 'lollipop', 'gobi manchuria', 'corn pepper', 'nachoes', 'butter garlic', 'cock', 'masala kulcha', 'paneer butter', 'chai', 'butter masala', 'onion rings', 'sweet', 'panner tikka', 'paneer tikka masala', 'orange', 'chicken tikka', 'lays', 'choco', 'hangover', 'ice tea', 'tandoori prawns', 'prawns', 'chicken wings', 'fries', 'crispy corn chilli', 'potato basket', 'masala papad', 'screwdriver', 'mushroom', 'papad', 'bun']",12.9755264,77.6067902,22.0
"No 3,SR Street,4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",D'7 Feast Resto Cafe,New BEL Road,"['chocolate', 'mango', 'bread', 'peri peri chicken', 'thai curry', 'peri peri chicken wings', 'shakes', 'almond', 'chicken', 'baked beans', 'fish steak', 'smoked lamb burger', 'cheese', 'veg pizza', 'pan cake', 'butter chicken', 'cake', 'prawns fritters', 'pannacotta', 'sausage', 'burger', 'peri peri sauce', 'cheese balls', 'veg', 'cheese burger', 'fried chicken', 'lime', 'potato wedges', 'french toast', 'lamb burger', 'grill', 'cottage cheese', 'spaghetti', 'blueberry', 'brownie', 'veg burger', 'cheesy chicken', 'wedges', 'anise', 'veggies', 'veggie pasta', 'egg', 'white chocolate', 'fried chicken burger', 'oreo shake', 'toast', 'fried ice cream', 'latte', 'masala wedges', 'cheese onion rings', 'classic chicken burger', 'cottage cheese burger', 'prawn fritters', 'garlic bread', 'chai', 'onion rings', 'classic', 'lemonade', 'chicken bbq burger', 'choco', 'prawns', 'mashed potato', 'classic lamb burger', 'pasta', 'veg classic burger', 'chicken peri peri', 'pizza', 'oreo', 'fish', 'pink lemonade', 'beer batter prawns', 'cottage cheese steak', 'rice', 'roasted chicken', 'lassi', 'masala fries', 'berry shake', 'cheese ball', 'chicken burger', 'classic lamb burg', 'cheese steak', 'sweet', 'butter chicken pizza', 'fish & chips', 'blue berry', 'mojito', 'roasted', 'ice cream', 'tea', 'chilly chicken', 'potato masala', 'chicken pizza', 'omlette', 'butter', 'onion ring', 'peri peri burger', 'peri peri chicken burger', 'snicker shake', 'nachos', 'cheese corn', 'blueberry shake', 'croquettes', 'veggie', 'mac and cheese', 'mango juice', 'chicken wings', 'chicken patty', 'fries', 'tuna', 'cheesy', 'mushroom', 'chicken steak']",13.0400592,77.5635717,23.0
